,hhld_id,drvr_cnt,veh_cnt,min_age,hoh_age,max_age,avg_age,min_mon_lic,hoh_mon_lic,max_mon_lic,avg_mon_lic,cnt_yth,cnt_female,cnt_male,cnt_married,cnt_single,hoh_married,cnt_auto,cnt_mtrcyc,avg_majr_viol,cnt_majr_viol,cnt_minr_viol,avg_minr_viol,cnt_lic_susp,curnt_insurer,time_w_carr,inforce_ind,prior_bi,fire_ind,homeowner_ind,veh_lien_cnt,veh_lease_cnt,veh_own_cnt,monthly_pay_ind,veh_w_coll_cnt,veh_w_comp_cnt,veh_w_ers_cnt,curnt_bi_low,curnt_bi_upp,credit_score,zipcode,premium,loss_amount,loss_ratio,fault_claims,not_at_fault_claims,future_clm_ind
483,484,2,1,49.551,65.511,65.511,57.531,402.61,594.126,594.126,498.368,0,1,1,2,0,True,1,0,0.0,0,0,0.0,0,LIBERTY MUTUAL,0.0,1,100000.0,1,0,,0,1,0,0,0,1,25,25,,87096,94.5,0.0,0.0,0.0,0.0,0
484,485,1,1,44.027,44.027,44.027,44.027,336.321,336.321,336.321,336.321,0,0,1,1,0,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,0,0,0,0,1,25,25,542.445,99697,105.0,0.0,0.0,0.0,0.0,0
485,486,1,1,35.611,35.611,35.611,35.611,235.326,235.326,235.326,235.326,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,5.0,1,50000.0,1,1,,0,1,0,0,0,0,100,100,747.194,73857,72.0,0.0,0.0,1.0,0.0,0
486,487,2,2,21.1,42.464,42.464,31.782,61.2,317.566,317.566,189.383,0,1,1,2,0,True,2,0,0.0,0,0,0.0,0,AMERICAN FAMILY,3.0,1,250000.0,0,0,,0,0,0,1,1,1,25,25,735.934,37564,197.6,0.0,0.0,0.0,0.0,0
487,488,2,1,36.879,53.237,53.237,45.058,250.547,446.846,446.846,348.696,0,1,1,2,0,True,1,0,0.0,0,0,0.0,0,GEICO,2.0,1,100000.0,0,1,,0,0,1,1,1,1,25,25,845.159,59792,133.6,0.0,0.0,0.0,0.0,0
488,489,1,1,42.048,42.048,42.048,42.048,312.574,312.574,312.574,312.574,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,0.0,1,100000.0,1,0,,0,0,1,1,1,1,25,25,577.546,58574,150.3,0.0,0.0,0.0,1.0,0
489,490,2,2,36.048,62.573,62.573,49.311,240.578,558.876,558.876,399.727,0,0,2,1,1,True,2,0,0.0,0,1,0.5,0,OTHER,5.0,1,100000.0,0,1,,0,1,0,1,1,1,250,250,762.301,57830,197.6,0.0,0.0,0.0,0.0,0
490,491,1,1,58.722,58.722,58.722,58.722,512.66,512.66,512.66,512.66,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,1,0,1,1,1,50,50,794.082,76116,120.24,0.0,0.0,0.0,0.0,0
491,492,1,1,65.055,65.055,65.055,65.055,588.665,588.665,588.665,588.665,0,0,1,0,1,False,0,1,0.0,0,0,0.0,0,GEICO,5.0,1,100000.0,1,0,,0,0,0,1,1,1,50,50,549.788,36517,150.3,0.0,0.0,1.0,0.0,0
492,493,1,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,1,1,1,1,1,100,100,562.86,87035,167.0,0.0,0.0,0.0,0.0,0
493,494,1,1,70.05,70.05,70.05,70.05,648.605,648.605,648.605,648.605,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,LIBERTY MUTUAL,5.0,1,25000.0,1,0,,0,1,0,1,1,1,250,250,850.0,91928,120.24,0.0,0.0,0.0,0.0,0
494,495,1,1,51.005,51.005,51.005,51.005,420.058,420.058,420.058,420.058,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,GEICO,5.0,1,25000.0,1,0,,0,0,0,0,0,1,25,25,728.259,19380,75.6,0.0,0.0,0.0,1.0,0
495,496,1,1,65.257,65.257,65.257,65.257,591.089,591.089,591.089,591.089,0,0,1,0,1,False,1,0,1.0,1,0,0.0,0,OTHER,2.0,1,25000.0,0,1,,1,0,0,0,0,1,25,25,599.279,15906,105.0,0.0,0.0,0.0,0.0,0
496,497,1,1,44.265,44.265,44.265,44.265,339.185,339.185,339.185,339.185,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,PROGRESSIVE,5.0,1,250000.0,0,1,,0,1,0,1,1,1,50,50,444.506,52666,167.0,0.0,0.0,0.0,0.0,0
497,498,1,1,38.781,38.781,38.781,38.781,273.372,273.372,273.372,273.372,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,0,1,0,0,0,25,25,794.152,84411,72.0,0.0,0.0,0.0,0.0,0
498,499,2,1,44.369,45.014,45.014,44.692,340.433,348.165,348.165,344.299,0,1,1,0,2,False,1,0,0.0,0,1,0.5,0,FARMERS,0.5,1,100000.0,0,1,,1,0,1,1,1,1,25,25,621.446,51365,167.0,0.0,0.0,0.0,0.0,0
499,500,2,2,46.525,58.954,58.954,52.74,366.302,515.45,515.45,440.876,0,1,1,2,0,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,1,1,1,1,25,25,788.857,22476,177.84,0.0,0.0,0.0,0.0,0
500,501,1,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,0,1,1,1,50,50,658.645,32997,150.3,0.0,0.0,0.0,0.0,0
501,502,2,2,43.434,65.449,65.449,54.441,329.203,593.391,593.391,461.297,0,2,0,2,0,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,1,0,1,0,0,0,50,50,724.422,69015,129.6,0.0,0.0,0.0,0.0,0
502,503,2,2,52.577,74.641,74.641,63.609,438.924,703.695,703.695,571.309,0,0,2,2,0,True,2,0,0.0,0,0,0.0,0,OTHER,5.0,1,100000.0,1,0,,0,0,0,2,2,1,25,25,695.561,31675,278.1,0.0,0.0,0.0,0.0,0
503,504,2,2,42.846,74.525,74.525,58.686,322.158,702.295,702.295,512.226,0,1,1,2,0,True,2,0,0.0,0,0,0.0,0,PROGRESSIVE,5.0,1,50000.0,1,0,,1,1,1,2,2,2,100,100,613.437,52074,282.6,0.0,0.0,0.0,0.0,0
504,505,1,2,50.956,50.956,50.956,50.956,419.475,419.475,419.475,419.475,0,0,1,0,1,False,2,0,0.0,0,0,0.0,0,PROGRESSIVE,1.0,1,25000.0,0,0,,0,0,0,2,2,1,50,50,665.442,53793,309.0,0.0,0.0,0.0,0.0,0
505,506,2,3,20.783,57.918,57.918,39.35,57.39,503.02,503.02,280.205,0,1,1,1,1,True,2,1,0.0,0,0,0.0,0,NATIONWIDE,4.5,1,25000.0,1,0,,0,2,0,2,2,0,25,25,476.07,87035,345.6,1273.661,3.685,0.0,0.0,1
506,507,2,1,42.843,51.453,51.453,47.148,322.111,425.437,425.437,373.774,0,1,1,1,1,True,1,0,0.0,0,1,0.5,0,OTHER,0.5,1,25000.0,0,0,,0,0,1,1,1,1,25,25,760.239,56335,133.6,0.0,0.0,0.0,0.0,0
507,508,1,2,32.979,32.979,32.979,32.979,203.752,203.752,203.752,203.752,0,0,1,0,1,False,2,0,0.0,0,1,1.0,0,MISSING,,0,,0,0,,0,1,1,2,2,2,50,50,632.843,38912,314.0,0.0,0.0,0.0,0.0,0
508,509,1,1,28.519,28.519,28.519,28.519,150.224,150.224,150.224,150.224,0,0,1,1,0,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,0,0,1,1,1,25,25,692.632,87884,150.3,0.0,0.0,0.0,0.0,0
509,510,1,1,60.577,60.577,60.577,60.577,534.92,534.92,534.92,534.92,0,1,0,0,1,False,1,0,1.0,1,0,0.0,0,MISSING,,0,,0,1,,0,0,0,1,1,1,25,25,581.746,85767,167.0,0.0,0.0,0.0,0.0,0
510,511,1,1,53.483,53.483,53.483,53.483,449.8,449.8,449.8,449.8,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,GEICO,0.5,1,250000.0,1,0,,0,0,0,0,0,1,100,100,850.0,38912,75.6,0.0,0.0,0.0,0.0,0
511,512,1,1,59.508,59.508,59.508,59.508,522.099,522.099,522.099,522.099,0,0,1,1,0,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,0,1,1,1,1,25,25,462.142,50900,167.0,0.0,0.0,0.0,0.0,0
512,513,2,1,48.956,66.942,66.942,57.949,395.477,611.31,611.31,503.394,0,1,1,1,1,True,1,0,0.0,0,1,0.5,0,GEICO,2.0,1,100000.0,0,0,,0,1,1,1,1,1,25,25,548.461,91928,167.0,0.0,0.0,1.0,0.0,0
513,514,1,2,36.453,36.453,36.453,36.453,245.431,245.431,245.431,245.431,0,1,0,0,1,False,2,0,0.0,0,0,0.0,0,ALLSTATE,1.0,1,250000.0,0,0,,0,1,0,1,1,1,100,100,777.464,51365,197.6,0.0,0.0,1.0,0.0,0
514,515,3,1,30.115,41.636,44.759,38.837,169.386,307.632,345.104,274.04,0,0,3,1,2,True,1,0,0.0,0,2,0.667,0,MISSING,,0,,1,1,,0,0,1,1,1,1,25,25,791.117,38912,120.24,0.0,0.0,0.0,0.0,0
515,516,2,2,25.716,45.436,45.436,35.576,116.587,353.234,353.234,234.91,0,1,1,2,0,True,2,0,0.0,0,2,1.0,0,LIBERTY MUTUAL,2.0,1,250000.0,0,0,,0,2,0,2,1,1,50,50,824.632,18037,237.6,0.0,0.0,0.0,0.0,0
516,517,1,1,53.463,53.463,53.463,53.463,449.561,449.561,449.561,449.561,0,0,1,1,0,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,1,0,0,0,0,50,50,663.345,51467,100.0,0.0,0.0,0.0,0.0,0
517,518,2,2,39.816,61.595,61.595,50.706,285.798,547.14,547.14,416.469,0,0,2,0,2,False,2,0,0.0,0,0,0.0,0,OTHER,3.0,1,50000.0,0,0,,0,1,0,2,2,2,100,100,666.66,36517,314.0,0.0,0.0,0.0,0.0,0
518,519,1,2,66.267,66.267,66.267,66.267,603.2,603.2,603.2,603.2,0,1,0,0,1,False,2,0,0.0,0,0,0.0,0,PROGRESSIVE,1.5,1,100000.0,1,1,,0,1,1,1,1,1,100,100,437.311,78124,222.3,0.0,0.0,0.0,0.0,0
519,520,1,2,45.137,45.137,45.137,45.137,267.786,185.923,185.923,185.923,0,1,0,0,1,False,2,0,0.0,0,0,0.0,0,PROGRESSIVE,0.5,1,25000.0,0,0,,0,0,0,1,1,1,25,25,659.854,47315,247.0,0.0,0.0,0.0,0.0,0
520,521,2,2,36.695,58.798,58.798,47.746,248.339,513.571,513.571,380.955,0,0,2,1,1,True,2,0,0.0,0,0,0.0,0,GEICO,0.5,1,25000.0,1,1,,0,1,0,1,1,1,25,25,,14052,222.3,0.0,0.0,0.0,0.0,0
521,522,1,1,28.126,28.126,28.126,28.126,145.513,145.513,145.513,145.513,0,1,0,1,0,True,1,0,0.0,0,0,0.0,0,OTHER,3.0,1,50000.0,0,1,,0,0,0,1,1,1,50,50,747.855,18037,133.6,0.0,0.0,0.0,0.0,0
522,523,2,1,16.0,60.035,60.035,38.018,0.0,528.422,528.422,264.211,1,2,0,2,0,True,1,0,0.0,0,0,0.0,0,GEICO,3.5,1,100000.0,0,1,,0,1,0,1,1,1,25,25,650.681,50270,167.0,0.0,0.0,0.0,0.0,0
523,524,1,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1,1,0,0,1,False,1,0,0.0,0,1,1.0,0,GEICO,5.0,1,100000.0,1,0,,0,0,1,1,1,1,100,100,664.923,23332,150.3,0.0,0.0,0.0,0.0,0
524,525,1,1,38.397,38.397,38.397,38.397,268.767,268.767,268.767,268.767,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,LIBERTY MUTUAL,0.5,1,100000.0,1,1,,0,0,0,1,1,1,25,25,665.511,40320,150.3,0.0,0.0,0.0,0.0,0
525,526,1,1,49.991,49.991,49.991,49.991,407.893,407.893,407.893,407.893,0,1,0,0,1,False,1,0,0.0,0,1,1.0,0,ALLSTATE,5.0,1,50000.0,0,0,,0,1,0,0,0,1,25,25,528.686,78124,105.0,0.0,0.0,0.0,0.0,0
526,527,2,1,29.319,52.8,52.8,41.059,159.826,441.599,441.599,300.713,0,2,0,2,0,True,1,0,0.0,0,0,0.0,0,NATIONWIDE,1.5,1,50000.0,0,1,,0,0,0,0,0,1,100,100,812.622,89633,84.0,0.0,0.0,0.0,0.0,0
527,528,1,1,34.125,34.125,34.125,34.125,217.505,217.505,217.505,217.505,0,0,1,1,0,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,0,0,1,1,1,25,25,473.435,57609,167.0,0.0,0.0,0.0,0.0,0
528,529,2,1,47.919,84.695,84.695,66.307,383.031,824.335,824.335,603.683,0,0,2,1,1,True,1,0,0.0,0,0,0.0,0,PROGRESSIVE,2.5,1,25000.0,1,0,,0,1,0,1,1,1,25,25,834.204,85767,120.24,0.0,0.0,1.0,0.0,0
529,530,1,1,46.228,46.228,46.228,46.228,362.732,362.732,362.732,362.732,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,PROGRESSIVE,5.0,1,100000.0,0,0,,0,0,1,0,0,0,100,100,650.74,87035,100.0,0.0,0.0,0.0,0.0,0
530,531,2,1,35.955,38.772,38.772,37.363,239.463,273.261,273.261,256.362,0,2,0,2,0,True,1,0,0.0,0,0,0.0,0,GEICO,0.5,1,25000.0,0,1,,0,1,0,1,1,1,25,25,769.092,91928,133.6,0.0,0.0,0.0,0.0,0
531,532,1,1,38.066,38.066,38.066,38.066,264.796,264.796,264.796,264.796,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,5.0,1,50000.0,0,0,,0,1,0,0,0,1,100,100,672.113,76116,105.0,0.0,0.0,0.0,0.0,0
532,533,3,3,21.45,58.393,58.393,50.646,65.395,508.711,508.711,415.75,0,2,1,2,1,True,3,0,0.0,0,2,0.667,0,GEICO,3.0,1,250000.0,1,0,,0,1,1,1,2,0,25,25,724.151,13765,240.48,0.0,0.0,0.0,2.0,0
533,534,2,1,22.927,47.386,47.386,35.156,83.12,376.635,376.635,229.877,0,1,1,2,0,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,0,1,0,1,1,1,25,25,722.572,68294,120.24,0.0,0.0,0.0,0.0,0
534,535,4,1,18.283,52.208,56.577,39.062,27.397,434.501,486.925,276.747,0,1,3,2,2,True,1,0,0.0,0,2,0.5,0,MISSING,,0,,1,1,,0,0,1,1,1,1,25,25,,57650,150.3,0.0,0.0,0.0,0.0,0
535,536,1,1,50.248,50.248,50.248,50.248,410.982,410.982,410.982,410.982,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,PROGRESSIVE,2.5,1,100000.0,0,0,,0,1,0,0,0,1,100,100,747.143,17861,84.0,0.0,0.0,0.0,0.0,0
536,537,2,1,26.644,64.503,64.503,45.574,127.733,582.038,582.038,354.885,0,0,2,2,0,True,1,0,0.0,0,0,0.0,0,AMERICAN FAMILY,4.0,1,50000.0,1,1,,0,0,0,0,0,1,100,100,715.944,57650,75.6,0.0,0.0,1.0,1.0,0
537,538,2,2,31.412,64.823,64.823,48.118,184.947,585.877,585.877,385.412,0,1,1,0,2,False,2,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,0,1,0,0,0,25,25,684.028,92002,162.0,0.0,0.0,0.0,0.0,0
538,539,1,1,53.784,53.784,53.784,53.784,453.41,453.41,453.41,453.41,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,FARMERS,0.5,1,50000.0,1,0,,0,1,0,1,1,1,25,25,550.133,23092,150.3,0.0,0.0,0.0,0.0,0
539,540,2,1,34.757,50.31,50.31,42.533,225.086,411.716,411.716,318.401,0,2,0,2,0,True,1,0,0.0,0,0,0.0,0,FARMERS,0.5,1,50000.0,1,1,,0,0,1,1,1,1,100,100,697.865,11234,150.3,0.0,0.0,0.0,0.0,0
540,541,1,1,37.532,37.532,37.532,37.532,258.387,258.387,258.387,258.387,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,1.5,1,50000.0,1,0,,0,0,0,1,1,1,100,100,668.046,23092,150.3,0.0,0.0,0.0,0.0,0
541,542,1,1,46.674,46.674,46.674,46.674,368.086,368.086,368.086,368.086,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,0,0,1,1,1,100,100,669.382,59814,167.0,0.0,0.0,0.0,0.0,0
542,543,1,1,33.797,33.797,33.797,33.797,213.569,213.569,213.569,213.569,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,0,0,1,0,1,50,50,677.684,59814,155.0,0.0,0.0,0.0,0.0,0
543,544,3,1,21.805,43.292,78.778,47.958,69.659,327.508,753.334,383.5,0,1,2,2,1,True,1,0,0.0,0,0,0.0,0,PROGRESSIVE,2.5,1,250000.0,1,0,,0,0,1,1,1,1,100,100,807.23,59004,120.24,0.0,0.0,0.0,0.0,0
544,545,1,1,38.689,38.689,38.689,38.689,272.269,272.269,272.269,272.269,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,1,1,0,0,1,100,100,693.059,81525,94.5,0.0,0.0,0.0,0.0,0
545,546,1,1,46.61,46.61,46.61,46.61,367.315,367.315,367.315,367.315,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,5.0,1,100000.0,1,1,,0,0,1,1,1,1,50,50,611.436,22476,150.3,0.0,0.0,0.0,0.0,0
546,547,1,1,54.061,54.061,54.061,54.061,456.727,456.727,456.727,456.727,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,4.0,1,250000.0,0,0,,0,0,0,1,1,1,25,25,445.803,81525,167.0,0.0,0.0,0.0,0.0,0
547,548,4,1,16.0,52.193,52.193,42.867,0.0,434.318,434.318,322.4,2,2,2,2,2,True,1,0,0.0,0,1,0.25,0,GEICO,5.0,1,25000.0,0,0,,0,0,0,1,1,1,50,50,702.584,50900,133.6,0.0,0.0,0.0,0.0,0
548,549,1,1,67.104,67.104,67.104,67.104,613.243,613.243,613.243,613.243,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,NATIONWIDE,0.0,1,100000.0,0,1,,1,0,0,1,1,1,100,100,781.353,88728,133.6,0.0,0.0,0.0,0.0,0
549,550,2,2,22.685,44.375,44.375,33.53,80.216,340.503,340.503,210.36,0,1,1,2,0,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,1,0,0,0,0,25,25,662.905,38537,180.0,0.0,0.0,0.0,0.0,0
550,551,1,1,39.534,39.534,39.534,39.534,282.408,282.408,282.408,282.408,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,ALLSTATE,5.0,1,25000.0,1,0,,0,0,0,0,0,1,25,25,615.931,59814,94.5,0.0,0.0,1.0,0.0,0
551,552,2,1,37.995,47.341,47.341,42.668,263.941,376.087,376.087,320.014,0,1,1,1,1,True,1,0,0.0,0,0,0.0,0,AMERICAN FAMILY,5.0,1,50000.0,1,1,,0,0,1,1,1,1,25,25,597.195,50270,150.3,0.0,0.0,0.0,0.0,0
552,553,1,1,34.29,34.29,34.29,34.29,219.479,219.479,219.479,219.479,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,FARMERS,5.0,1,25000.0,0,0,,0,1,0,1,1,1,50,50,589.886,36529,167.0,490.959,2.94,0.0,1.0,1
553,554,1,1,43.982,43.982,43.982,43.982,335.783,335.783,335.783,335.783,0,0,1,1,0,True,1,0,0.0,0,0,0.0,0,NATIONWIDE,5.0,1,250000.0,1,0,,0,0,0,1,1,1,25,25,801.252,97231,120.24,0.0,0.0,0.0,0.0,0
554,555,1,3,39.427,39.427,39.427,39.427,281.129,281.129,281.129,281.129,0,1,0,1,0,True,3,0,0.0,0,0,0.0,0,ALLSTATE,5.0,1,25000.0,0,1,,0,1,0,2,2,0,100,100,603.691,13765,384.0,0.0,0.0,0.0,0.0,0
555,556,1,1,16.817,16.817,16.817,16.817,9.799,9.799,9.799,9.799,1,0,1,1,0,True,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,0,1,1,1,1,25,25,487.79,87884,167.0,0.0,0.0,0.0,0.0,0
556,557,1,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1,0,1,0,1,False,1,0,0.0,0,0,0.0,0,NATIONWIDE,5.0,1,100000.0,0,1,,0,0,0,0,0,0,25,25,653.906,65789,100.0,0.0,0.0,0.0,0.0,0
557,558,1,2,71.254,71.254,71.254,71.254,663.043,663.043,663.043,663.043,0,1,0,0,1,False,2,0,0.0,0,4,4.0,0,LIBERTY MUTUAL,5.0,1,250000.0,0,0,,0,0,0,2,2,2,50,50,505.719,52758,314.0,0.0,0.0,0.0,0.0,0
558,559,1,1,48.752,48.752,48.752,48.752,393.025,393.025,393.025,393.025,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,5.0,1,250000.0,1,0,,0,0,0,1,1,1,25,25,698.065,16107,150.3,0.0,0.0,0.0,0.0,0
559,560,2,2,38.3,58.059,58.059,48.179,267.601,504.704,504.704,386.152,0,2,0,1,1,True,2,0,0.0,0,0,0.0,0,MISSING,,0,,0,1,,0,0,0,2,2,1,25,25,746.179,36517,247.2,0.0,0.0,0.0,0.0,0
560,561,2,1,47.075,62.525,62.525,54.8,372.9,558.295,558.295,465.597,0,0,2,2,0,True,1,0,0.0,0,0,0.0,0,NATIONWIDE,5.0,1,25000.0,1,0,,0,0,0,1,1,1,25,25,578.208,66869,150.3,0.0,0.0,0.0,0.0,0
561,562,2,1,28.113,66.312,66.312,47.213,145.361,603.743,603.743,374.552,0,1,1,2,0,True,1,0,0.0,0,1,0.5,0,FARMERS,5.0,1,250000.0,1,0,,0,0,1,1,1,1,50,50,623.892,17861,150.3,0.0,0.0,0.0,0.0,0
562,563,1,1,41.722,41.722,41.722,41.722,308.662,308.662,308.662,308.662,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,0,,1,0,0,1,1,1,25,25,690.81,85767,150.3,0.0,0.0,1.0,0.0,0
563,564,1,1,24.044,24.044,24.044,24.044,96.53,96.53,96.53,96.53,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,ALLSTATE,2.0,1,50000.0,1,0,,0,1,0,0,0,0,25,25,,65789,90.0,0.0,0.0,0.0,0.0,0
564,565,1,1,31.587,31.587,31.587,31.587,187.04,187.04,187.04,187.04,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,GEICO,5.0,1,25000.0,1,0,,0,0,0,1,1,1,25,25,622.266,19380,150.3,0.0,0.0,0.0,0.0,0
565,566,1,1,32.841,32.841,32.841,32.841,202.093,202.093,202.093,202.093,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,PROGRESSIVE,0.5,1,100000.0,1,1,,0,0,1,1,1,1,100,100,300.0,74670,180.36,0.0,0.0,0.0,0.0,0
566,567,1,1,27.73,27.73,27.73,27.73,140.764,140.764,140.764,140.764,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,GEICO,5.0,1,250000.0,0,0,,0,0,0,1,1,1,50,50,608.619,46350,167.0,0.0,0.0,0.0,0.0,0
567,568,1,1,36.886,36.886,36.886,36.886,250.632,250.632,250.632,250.632,0,1,0,1,0,True,1,0,1.0,1,0,0.0,0,AMERICAN FAMILY,5.0,1,25000.0,0,0,,0,0,1,1,1,1,25,25,688.457,31675,167.0,0.0,0.0,0.0,0.0,0
568,569,1,1,31.964,31.964,31.964,31.964,191.569,191.569,191.569,191.569,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,OTHER,0.5,1,100000.0,0,0,,0,0,0,1,1,1,25,25,595.726,96391,167.0,0.0,0.0,0.0,0.0,0
569,570,1,1,65.672,65.672,65.672,65.672,596.064,596.064,596.064,596.064,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,1,1,,0,0,1,1,1,1,100,100,616.55,41568,150.3,0.0,0.0,0.0,1.0,0
570,571,2,2,23.502,57.519,57.519,40.51,21.854,498.224,498.224,260.039,0,1,1,2,0,True,2,0,0.0,0,0,0.0,0,LIBERTY MUTUAL,5.0,1,250000.0,1,1,,0,1,0,2,2,2,25,25,600.161,80696,282.6,0.0,0.0,0.0,0.0,0
571,572,4,3,16.0,39.693,50.908,39.377,0.0,284.314,418.896,280.526,2,3,1,2,2,True,3,0,0.0,0,5,1.25,0,MISSING,,0,,0,0,,0,2,0,0,1,0,100,100,596.55,24811,272.0,0.0,0.0,0.0,0.0,0
572,573,1,2,38.328,38.328,38.328,38.328,267.933,267.933,267.933,267.933,0,1,0,0,1,False,2,0,0.0,0,0,0.0,0,OTHER,5.0,1,25000.0,0,0,,0,1,1,0,0,0,100,100,649.847,70927,180.0,0.0,0.0,0.0,0.0,0
573,574,2,3,53.405,62.716,62.716,58.06,448.854,560.591,560.591,504.722,0,1,1,2,0,True,3,0,0.0,0,0,0.0,0,NATIONWIDE,5.0,1,50000.0,1,0,,0,0,0,2,2,0,50,50,810.137,71258,276.48,0.0,0.0,0.0,0.0,0
574,575,1,1,39.733,39.733,39.733,39.733,284.799,284.799,284.799,284.799,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,0,0,1,1,1,25,25,580.572,52074,167.0,0.0,0.0,0.0,0.0,0
575,576,1,1,51.906,51.906,51.906,51.906,430.875,430.875,430.875,430.875,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,PROGRESSIVE,1.5,1,100000.0,0,1,,0,0,0,1,1,1,250,250,771.844,37564,133.6,0.0,0.0,0.0,0.0,0
576,577,1,1,24.61,24.61,24.61,24.61,103.319,103.319,103.319,103.319,0,1,0,0,1,False,1,0,0.0,0,1,1.0,0,LIBERTY MUTUAL,5.0,1,250000.0,0,0,,0,1,0,0,0,1,50,50,754.194,15290,84.0,0.0,0.0,0.0,0.0,0
577,578,1,1,42.921,42.921,42.921,42.921,323.049,323.049,323.049,323.049,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,NATIONWIDE,0.0,1,100000.0,0,0,,0,0,0,1,1,1,25,25,624.689,78567,167.0,0.0,0.0,0.0,0.0,0
578,579,1,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,1,0,1,0,1,False,1,0,0.0,0,1,1.0,0,AMERICAN FAMILY,1.5,1,100000.0,0,0,,0,0,1,1,1,1,25,25,585.621,70095,167.0,0.0,0.0,0.0,1.0,0
579,580,1,1,45.692,45.692,45.692,45.692,356.309,356.309,356.309,356.309,0,0,1,0,1,False,1,0,0.0,0,0,0.0,0,MISSING,,0,,0,0,,0,0,0,0,0,0,25,25,579.36,85923,100.0,0.0,0.0,0.0,0.0,0
580,581,1,1,32.2,32.2,32.2,32.2,194.406,194.406,194.406,194.406,0,1,0,0,1,False,1,0,0.0,0,0,0.0,0,PROGRESSIVE,5.0,1,50000.0,0,0,,0,1,1,0,0,1,25,25,664.711,69015,105.0,0.0,0.0,0.0,0.0,0
581,582,2,1,26.348,37.563,37.563,31.955,124.175,258.752,258.752,191.463,0,1,1,1,1,True,1,0,0.0,0,0,0.0,0,FARMERS,0.5,1,250000.0,0,1,,0,0,0,1,1,1,25,25,818.625,23332,133.6,0.0,0.0,0.0,0.0,0
582,583,1,1,64.874,64.874,64.874,64.874,586.494,586.494,586.494,586.494,0,0,1,1,0,True,1,0,0.0,0,0,0.0,0,FARMERS,2.0,1,50000.0,1,0,,0,0,0,0,0,0,100,100,683.305,85923,90.0,0.0,0.0,1.0,0.0,0
